t,chrome_procs,chrome_rss_mb,node_rss_mb,free_mb,swap_used_mb
16154,29,958,32,94,32832.31
16159,29,931,34,68,32792.00
16164,29,913,39,101,33021.38
16169,29,850,39,63,32862.25
16174,29,899,37,89,33046.50
16180,29,880,34,91,32975.25
16185,29,874,34,75,32770.38
16190,29,875,36,61,32966.62
16195,29,849,34,66,32760.56
16200,29,895,34,72,33069.75
16205,29,907,32,80,33111.38
16210,29,925,32,65,33088.00
16215,29,866,55,88,33281.31
16220,29,891,34,99,33297.12
16225,29,909,34,79,33177.75
16230,29,954,34,65,32773.06
16235,29,937,32,66,32637.81
16240,29,796,31,104,32319.81
16246,29,900,32,93,32500.25
16251,29,903,34,64,32489.25
16256,29,856,34,33,32480.62
16261,29,919,34,66,32567.56
16266,29,914,32,55,32497.62
16271,29,938,32,64,32509.94
16276,29,911,32,62,32473.19
16281,29,874,34,85,32364.44
16286,29,902,34,96,32666.25
16291,29,887,32,119,32556.44
16296,29,836,32,81,32275.06
16301,29,900,32,128,32589.38
16306,29,888,32,59,32615.25
16312,29,886,34,73,32639.25
16317,29,910,34,78,32617.31
16322,29,860,29,62,32314.19
16327,29,927,32,110,32454.25
16332,29,953,32,74,32348.69
16337,29,983,34,91,32484.88
16342,29,999,34,79,32614.81
16347,29,954,39,65,32815.50
16352,29,897,37,75,32636.81
16357,29,897,33,109,32624.00
16362,29,917,32,55,32522.31
16367,29,889,33,73,32603.94
16373,29,888,34,64,32437.38
16378,29,899,34,65,32580.38
16383,29,924,34,67,32663.25
16388,29,887,32,121,32583.19
16393,29,889,32,69,32278.44
16398,29,945,34,91,32602.00
16403,29,930,34,78,32791.69
16408,29,923,37,97,32652.31
16413,29,933,37,65,32607.88
16418,29,881,32,57,32454.12
16423,29,847,32,116,32259.50
16428,29,909,34,114,32429.94
16434,29,914,34,64,32407.50
16439,29,816,31,63,32540.81
16444,29,842,31,114,32492.06
16449,29,931,32,75,32541.94
16454,29,956,32,65,32563.00
16459,29,933,33,59,32512.88
16464,29,882,34,86,32493.62
16469,29,916,34,125,32676.00
16474,29,900,32,71,32535.50
16479,29,885,32,123,32414.38
16484,29,919,32,130,32481.19
16489,29,934,34,98,32635.44
16494,29,938,34,72,32578.56
16500,29,926,34,67,32521.56
16505,29,872,33,84,32300.50
16510,29,925,34,97,32430.75
16515,29,906,32,151,32432.25
16520,29,912,34,72,32561.50
16525,29,904,34,66,32583.75
16530,29,908,34,65,32607.19
16535,29,903,32,77,32449.06
16540,29,907,32,152,32608.88
16545,29,855,32,55,32379.38
16550,29,898,34,74,32597.56
16555,29,901,34,64,32594.38
16560,29,850,32,57,32427.12
16565,29,944,32,71,32504.38
16571,29,971,32,87,32660.69
16576,29,941,32,66,32562.31
16581,29,950,34,91,32641.38
16586,29,836,31,66,32435.56
16591,29,815,32,102,32401.12
16596,29,908,32,67,32573.81
16601,29,915,32,85,32540.88
16606,29,900,32,129,32717.88
16611,29,915,34,132,32727.62
16616,29,904,34,82,32581.75
16621,29,920,34,86,32652.12
16626,29,920,34,102,32609.88
16632,29,860,34,71,32302.38
16637,29,911,34,63,32499.94
16642,29,916,34,87,32736.75
16647,29,846,34,65,32610.94
16652,29,836,32,112,32346.62
16657,29,915,32,86,32558.12
16662,29,934,32,67,32672.25
16667,29,898,32,81,32525.62
16672,29,906,34,66,32582.44
16677,29,885,33,70,32547.38
16682,29,937,34,162,32697.00
16687,29,935,32,77,32549.19
16692,29,949,34,81,32584.56
16697,29,904,34,110,32830.62
16703,29,836,42,74,32770.25
16708,29,891,43,75,32727.50
16713,29,909,40,28,32484.00
16718,29,920,34,83,32603.81
16723,29,905,34,105,32445.50
16728,29,913,36,131,32726.81
16733,29,917,36,68,32532.94
16738,29,871,36,75,32429.94
16743,29,948,36,105,32743.94
16748,29,924,34,74,32640.12
16753,29,962,34,126,32751.81
16758,29,973,36,77,32602.88
16763,29,763,36,89,32333.00
16769,29,891,37,76,32534.81
16774,29,902,35,100,32496.00
16779,29,910,35,92,32386.75
16784,29,838,32,69,32468.38
16789,29,934,36,101,32770.88
16794,29,924,36,71,32603.00
16799,29,915,36,131,32674.75
16804,29,947,36,73,32594.94
16809,29,913,34,82,32536.25
16814,29,934,34,67,32507.31
16819,29,961,36,68,32637.44
16824,29,950,41,66,32622.88
16829,29,840,39,161,32626.75
16835,29,882,39,87,32671.75
16840,29,909,34,79,32699.38
16845,29,909,34,105,32655.12
16850,29,910,36,78,32672.31
16855,29,837,35,80,32351.88
16860,29,918,36,107,32562.38
16865,29,963,36,119,32670.19
16870,29,967,34,72,32484.25
16875,29,883,34,60,32474.69
16880,29,939,36,62,32752.12
16885,29,902,37,77,32738.19
16890,29,918,37,64,32770.62
16895,29,886,34,72,32546.81
16900,29,909,34,58,32635.81
16906,29,927,35,67,32702.44
16911,29,932,38,61,32865.75
16916,29,917,38,78,32875.94
16921,29,932,35,81,32821.88
16926,29,867,34,69,32713.69
16931,29,955,34,72,32880.94
16936,29,926,34,77,32909.75
16941,29,941,36,82,32864.00
16946,29,833,42,82,32850.06
16951,29,874,40,78,32676.44
16956,29,872,33,87,32602.38
16961,29,910,33,68,32722.25
16966,29,920,34,82,32705.06
16972,29,988,36,62,32739.69
16977,29,939,35,59,32670.19
16982,29,984,36,131,32811.06
16987,29,958,34,74,32765.00
16992,29,975,34,88,32730.75
16997,29,944,34,118,32701.69
17002,29,906,36,75,32712.69
17007,29,882,37,70,32765.62
17012,29,901,37,61,32874.31
17017,29,881,34,112,32793.94
17022,29,837,32,68,32396.94
17027,29,902,34,68,32756.44
17032,29,917,38,75,32875.31
17037,29,889,38,94,32785.25
17043,29,954,38,63,32793.81
17048,29,930,33,81,32622.44
17053,29,981,34,71,32774.94
17058,29,943,34,86,32681.06
17063,29,888,39,58,32788.88
17068,29,917,41,102,32887.94
17073,29,922,41,71,32789.31
17078,29,941,36,159,32789.62
17083,29,919,33,89,32632.81
17088,29,892,32,225,32827.50
17093,29,906,36,74,32723.19
17098,29,893,35,79,32731.50
17104,29,903,32,127,32521.56
17109,29,934,34,130,32775.94
17114,29,954,34,75,32735.56
17119,29,956,36,113,32826.69
17124,29,938,37,63,32903.44
17129,29,845,34,89,32548.88
17134,29,910,35,77,32729.19
17139,29,925,35,76,32686.06
17144,29,936,34,64,32688.56
17149,29,935,36,108,32866.00
17154,29,957,36,91,32798.69
17159,29,927,36,84,32675.31
17164,29,941,36,72,32736.38
17170,29,940,32,104,32680.06
17175,29,959,34,74,32750.94
17180,29,901,36,65,32780.12
17185,29,889,41,63,32670.50
17190,29,919,42,130,33022.12
17195,29,910,40,81,33018.75
17200,29,919,40,96,33064.25
17205,29,925,34,88,32939.94
17210,29,860,37,70,32681.69
17215,29,907,38,96,32783.69
17220,29,917,38,76,32788.75
17225,29,947,38,69,32706.81
17230,29,939,34,69,32694.06
17235,29,980,34,162,33086.81
17241,29,932,36,76,32946.94
17246,29,916,36,68,32900.88
17251,29,911,35,63,32938.44
17256,29,798,34,71,32949.19
17261,29,873,34,74,32836.69
17266,29,921,34,89,33119.88
17271,29,922,36,86,33003.38
17276,29,906,36,90,32920.50
17281,29,904,36,63,32900.69
17286,29,934,36,62,33113.06
17291,29,960,34,200,33143.50
17296,29,977,34,79,33078.50
17301,29,949,36,64,32978.44
17307,29,801,34,58,32665.25
17312,29,823,34,339,34002.75
17317,29,926,34,63,33655.75
17322,29,948,34,139,33192.69
17327,29,948,33,113,33160.69
17332,29,957,36,134,33239.12
17337,29,929,36,71,33095.38
17342,29,948,36,90,33081.81
17347,29,884,33,71,32955.81
17352,29,946,34,80,32987.06
17357,29,822,33,64,33558.75
17363,29,922,36,79,33183.06
17368,29,906,37,139,33177.31
17373,29,821,35,82,33289.31
17378,29,823,32,56,33632.38
17383,29,885,34,83,33253.50
17388,29,898,34,59,33200.75
17393,29,918,36,72,33268.75
17398,29,870,34,59,33971.44
17403,29,919,34,61,33881.75
17408,29,865,34,67,32896.06
17413,29,908,34,106,32958.69
17418,29,924,34,97,33071.19
17423,29,856,36,62,33507.06
17429,29,918,36,126,33425.44
17434,29,897,36,67,33312.62
17439,29,899,34,65,33257.06
17444,29,862,34,115,33008.50
17449,29,883,34,78,32988.19
17454,29,885,36,108,33013.75
17459,29,896,36,78,33165.69
17464,29,904,33,95,33060.88
17469,29,886,34,92,33181.50
17474,29,915,34,145,33397.12
17479,29,917,33,62,33444.94
17484,29,851,36,67,33500.94
17489,29,824,57,67,33520.56
17495,29,756,29,60,33279.50
17500,29,820,31,61,33543.12
17505,29,838,31,62,33553.44
17510,29,869,34,64,33594.38
17515,29,860,34,101,33614.19
17520,29,743,32,103,33369.06
17525,29,834,32,71,33415.44
17530,29,850,32,60,33407.81
17536,29,742,32,69,33279.56
17541,29,788,34,58,33288.06
17546,29,783,39,52,33456.38
17551,29,745,33,58,33361.81
17556,29,796,33,55,33334.25
17561,29,819,33,128,33292.81
17566,29,781,32,97,32569.81
17571,29,828,35,109,32692.62
17576,29,846,35,67,32782.38
17581,29,881,35,117,32822.06
17586,29,866,33,82,32811.69
17591,29,722,33,64,32352.69
17596,29,825,35,66,32565.62
17601,29,816,35,61,32685.00
17607,29,833,35,171,32892.50
17612,29,843,35,68,32757.25
17617,29,768,32,85,32774.50
17622,29,845,33,80,32924.06
17627,29,765,33,70,32961.88
17632,29,831,35,59,32864.00
17637,29,800,35,56,32855.56
17642,29,819,33,73,32785.75
17647,29,838,33,115,32928.94
17652,29,861,33,64,32873.56
17657,29,871,33,99,32875.94
17662,29,775,35,243,32894.88
17667,29,819,35,91,32866.81
17672,29,825,34,74,32736.56
17678,29,839,33,74,32879.19
17683,29,757,32,93,32380.06
17688,29,835,33,93,32573.44
17693,29,878,35,83,32714.88
17698,29,891,35,76,32710.56
17703,29,873,31,62,32695.25
17708,29,891,33,65,33112.12
17713,29,846,33,72,33103.25
17718,29,838,33,93,32957.44
17723,29,782,38,89,32834.00
17728,29,790,37,68,32789.81
17734,29,822,37,70,32859.69
17739,29,858,31,90,32803.94
17744,29,843,31,64,32530.88
17749,29,823,31,99,32537.75
17754,29,840,33,109,32714.75
17759,29,810,33,66,32659.69
17764,29,877,33,75,32752.38
17769,29,815,28,57,32483.94
17774,29,840,31,136,32466.62
17779,29,858,33,85,32474.31
17784,29,804,31,62,32661.06
17789,29,855,33,95,32916.31
17794,29,815,31,61,32715.25
17800,29,825,29,67,32772.25
17805,29,839,31,65,32674.75
17810,29,780,28,109,32645.06
17815,29,827,33,135,32797.50
17820,29,826,33,75,32679.62
17825,29,786,29,55,32572.00
17830,29,859,31,110,32703.38
17835,29,913,31,75,32896.31
17840,29,880,31,80,32798.44
17845,29,866,33,60,32835.94
17850,29,725,30,61,32632.94
17855,29,785,31,44,32696.00
17861,29,818,31,65,32775.88
17866,29,851,31,67,32887.12
17871,29,860,33,73,32827.06
17876,29,825,33,72,32737.75
17881,29,882,33,77,32931.25
17886,29,854,31,82,32796.88
17891,29,813,31,88,32700.88
17896,29,833,31,68,32773.56
17901,29,845,32,123,33034.94
17906,29,836,38,60,33048.62
17911,29,850,38,55,32960.31
17916,29,827,32,83,32793.00
17922,29,853,33,106,33036.62
17927,29,847,33,69,32967.38
17932,29,845,33,70,33037.88
17937,29,834,33,80,33005.25
17942,29,758,31,80,32604.75
17947,29,869,31,69,32770.44
17952,29,903,31,64,32745.25
17957,29,904,31,134,32871.62
17962,29,772,33,99,33027.75
17967,29,836,38,66,32959.94
17972,29,824,38,70,32941.19
17977,29,828,31,139,32974.38
17982,29,852,30,60,32819.12
17987,29,859,31,67,33043.56
17993,29,859,33,69,33026.12
17998,29,848,32,70,32995.44
18003,29,821,31,64,32660.50
18008,29,901,31,108,32982.12
18013,29,911,31,75,32962.31
18018,29,878,33,72,32915.31
18023,29,866,35,66,32945.38
18028,29,812,32,60,32750.44
18033,29,841,33,190,32879.50
18038,29,858,33,118,32825.69
18043,29,861,31,72,32687.19
18048,29,840,31,101,32936.19
18054,29,875,33,93,32963.88
18059,29,842,33,77,32813.38
18064,29,885,33,70,32837.56
18069,29,879,31,62,32826.94
18074,29,819,29,97,32657.25
18079,29,869,31,130,32909.75
18084,29,889,33,73,32961.00
18089,29,779,29,57,32762.44
18094,29,781,31,60,32688.56
18099,29,840,31,126,32940.00
18104,29,856,31,89,32934.19
18109,29,859,31,72,32918.81
18114,29,866,33,68,32870.19
18119,29,799,28,63,32628.50
18125,29,865,31,206,32921.94
18130,29,889,31,60,32750.00
18135,29,905,31,63,32860.62
18140,29,857,29,77,33024.25
18145,29,832,40,64,33170.31
18150,29,843,38,66,33184.12
18155,29,855,31,82,33085.31
18160,29,861,31,69,33046.38
18165,29,871,31,87,32969.50
18170,29,796,33,72,33012.19
18175,29,822,33,70,33000.44
18180,29,840,33,72,33160.12
18185,29,861,30,96,33161.38
18191,29,838,31,69,33051.88
18196,29,826,31,92,33036.38
18201,29,871,33,77,33322.69
18206,29,855,36,97,33250.25
18211,29,862,36,66,33208.75
18216,29,855,34,76,33115.62
18221,29,737,28,67,32682.06
18226,29,833,30,62,32762.44
18231,29,856,33,90,33076.06
18236,29,861,35,246,33230.69
18241,29,898,35,63,33057.69
18246,29,887,31,99,33211.31
18251,29,911,31,73,33175.56
18257,29,884,30,90,33049.56
18262,29,832,33,80,33189.69
18267,29,832,33,81,33103.00
18272,29,821,31,81,33061.19
18277,29,786,31,83,33086.56
18282,29,851,30,76,33152.81
18287,29,844,31,67,33097.62
18292,29,762,33,109,32803.88
18297,29,842,33,92,33242.75
18302,29,870,35,116,33149.50
18307,29,875,33,56,33299.19
18312,29,900,33,78,33076.81
18317,29,784,31,68,32662.94
18323,29,851,33,72,32980.44
18328,29,857,33,69,33002.94
18333,29,872,33,100,32932.44
18338,29,858,33,70,33031.88
18343,29,887,31,60,33165.62
18348,29,833,31,60,33000.75
18353,29,853,33,74,32995.88
18358,29,831,33,64,32950.50
18363,29,868,30,60,32970.00
18368,29,877,31,123,33067.25
18373,29,894,31,61,32936.25
18378,29,875,31,66,33000.56
18384,29,852,33,103,33002.56
18389,29,867,33,115,33067.19
18394,29,852,31,68,32959.94
18399,29,854,33,68,33058.88
18404,29,862,31,75,32944.12
18409,29,741,28,78,32696.75
18414,29,845,33,90,32796.81
18419,29,877,33,61,32893.12
18424,29,909,33,101,32809.50
18429,29,738,29,80,32789.44
18434,29,845,31,78,32939.19
18439,29,885,31,97,33025.44
18444,29,923,33,90,33116.62
18450,29,817,31,75,32999.06
18455,29,844,31,79,33089.50
18460,29,854,31,66,33029.94
18465,29,867,31,68,33048.56
18470,29,858,31,70,33076.50
18475,29,847,33,191,33041.44
18480,29,883,33,102,33077.00
18485,29,889,33,107,32989.25
18490,29,894,31,91,32911.19
18495,29,844,33,59,32870.19
18500,29,862,32,69,32815.44
18505,29,889,35,82,32970.25
18511,29,893,33,88,33095.94
18516,29,872,33,74,33023.62
18521,29,862,31,101,33067.62
18526,29,880,31,65,33090.44
18531,29,860,33,70,33035.00
18536,29,839,33,66,32837.56
18541,29,894,33,67,32975.62
18546,29,885,31,71,32893.19
18551,29,914,31,171,33191.44
18556,29,926,31,65,32981.00
18561,29,952,33,95,33011.56
18566,29,940,32,101,32883.94
18571,29,1012,33,88,33078.56
18577,29,961,31,66,33021.69
18582,29,904,31,64,32916.12
18587,29,850,30,68,32907.50
18592,29,835,33,84,32906.56
18597,29,854,33,77,32920.31
18602,29,923,33,65,33054.62
18607,29,858,30,75,32787.88
18612,29,917,31,89,32972.12
18617,29,927,31,97,33038.31
18622,29,860,31,68,33173.06
18627,29,824,38,66,33048.44
18632,29,822,36,68,32961.75
18637,29,865,30,77,33126.50
18642,29,888,31,76,33178.38
18648,29,874,31,68,33023.12
18653,29,839,32,94,32855.12
18658,29,822,33,83,32879.62
18663,29,828,31,67,32788.88
18668,29,893,31,65,33012.44
18673,29,923,31,77,32910.25
18678,29,881,31,86,33102.12
18683,29,861,33,75,33052.69
18688,29,870,33,111,33239.00
18693,29,848,33,74,33179.19
18698,29,866,31,106,33042.12
18703,29,889,31,143,33085.81
18709,29,900,31,82,33051.94
18714,29,871,33,59,33004.12
18719,29,848,33,71,33076.38
18724,29,847,31,82,32919.75
18729,29,904,33,84,33207.88
18734,29,884,33,55,33136.38
18739,29,899,33,78,33155.88
18744,29,832,37,60,33087.50
18749,29,825,36,60,33097.25
18754,29,781,31,61,33231.38
18759,29,861,31,59,33196.25
18764,29,793,152,62,33529.56
18769,29,836,31,66,33209.44
18774,29,734,32,66,32845.50
18780,29,842,33,66,33101.31
18785,29,870,31,120,33081.38
18790,29,873,31,58,33170.00
18795,29,847,31,100,32817.50
18800,29,877,31,104,33022.88
18805,29,878,33,75,32965.69
18810,29,808,33,86,33009.00
18815,29,825,31,30,32800.44
18820,29,870,31,78,33052.50
18825,29,878,31,65,33098.69
18830,29,800,29,68,32796.12
18835,29,817,33,79,32745.81
18840,29,892,33,68,32946.62
18846,29,917,33,177,33186.12
18851,29,922,33,73,32952.19
18856,29,801,31,73,32817.00
18861,29,900,31,87,33174.62
18866,29,843,38,88,33069.38
18871,29,876,38,61,33206.81
18876,29,853,33,66,32860.75
18881,29,885,33,93,33007.62
18886,29,898,33,81,33136.38
18891,29,855,31,64,33133.44
18896,29,846,33,71,33034.25
18901,29,878,35,240,33177.62
18906,29,887,35,64,33089.56
18911,29,893,33,76,33061.06
18917,29,863,31,80,33076.38
18922,29,870,33,79,33122.25
18927,29,816,33,74,32930.00
18932,29,858,33,65,33061.25
18937,29,855,31,68,33098.06
18942,29,804,31,95,32905.75
18947,29,845,31,66,33142.81
18952,29,865,33,69,33275.44
18957,29,856,33,105,33428.75
18962,29,887,33,91,33025.31
18967,29,915,33,96,33257.56
18972,29,924,31,61,33235.12
18977,29,854,31,69,33280.44
18983,29,838,38,104,33261.00
18988,29,841,38,67,33061.94
18993,29,868,38,88,33336.12
18998,29,844,36,81,33227.38
19003,29,848,31,65,32954.75
19008,29,816,30,70,33071.06
19013,29,810,31,33,32850.50
19018,29,881,33,91,33229.00
19023,29,893,33,77,33118.12
19028,29,896,30,98,33209.81
19033,29,833,31,101,32978.94
19038,29,895,31,60,33199.62
19043,29,862,32,92,33280.44
19049,29,820,33,84,33300.88
19054,29,815,33,70,33084.00
19059,29,863,31,66,32948.44
19064,29,907,31,70,33050.38
19069,29,975,31,99,33101.94
19074,29,963,33,82,33160.06
19079,29,852,33,58,32999.31
19084,29,870,33,118,33182.31
19089,29,914,33,73,33166.69
19094,29,919,31,74,33040.81
19099,29,912,31,63,33068.31
19104,29,809,40,69,33181.25
19109,29,814,40,64,32909.31
19114,29,879,38,65,33228.44
19120,29,873,31,107,33168.31
19125,29,807,30,58,32960.44
19130,29,862,33,119,33208.44
19135,29,866,35,61,33109.25
19140,29,874,35,94,33240.00
19145,29,915,33,76,33213.94
19150,29,918,31,66,32991.31
19155,29,940,31,67,33046.19
19160,29,940,31,91,33186.00
19165,29,839,33,61,33134.00
19170,29,848,33,86,33130.94
19175,29,869,31,94,32971.81
19181,29,902,31,67,33081.56
19186,29,921,31,69,33162.12
19191,29,811,33,84,32871.50
19196,29,843,35,86,32896.94
19201,29,876,31,146,33076.06
19206,29,899,31,60,33148.81
19211,29,922,31,109,33146.94
19216,29,867,31,97,33070.69
19221,29,905,31,88,33240.25
19226,29,872,33,62,33189.62
19231,29,881,33,67,33284.81
19237,29,846,33,102,33063.00
19242,29,887,33,113,33202.75
19247,29,892,31,91,33162.06
19252,29,879,31,106,33242.31
19257,29,825,33,38,32968.56
19262,29,917,36,93,33210.19
19267,29,901,42,65,33282.12
19272,29,922,42,124,33263.81
19277,29,870,35,71,33139.94
19282,29,898,34,72,33162.94
19287,29,830,36,76,33191.81
19292,29,865,36,58,33261.19
19298,29,878,36,64,33416.38
19303,29,880,34,67,33564.62
19308,29,893,34,175,33782.56
19313,29,903,36,87,33627.31
19318,29,879,36,71,33640.62
19323,29,926,36,69,33654.19
19328,29,933,36,71,33600.00
19333,29,931,36,64,33563.75
19338,29,940,34,67,33580.12
19343,29,875,40,71,33559.69
19348,29,735,41,64,33372.31
19353,29,844,34,61,33432.75
19359,29,878,34,71,33484.56
19364,29,888,34,91,33460.06
19369,29,687,32,50,32652.06
19374,29,814,36,96,32875.12
19379,29,858,36,60,32951.00
19384,29,910,36,64,32997.06
19389,29,916,34,67,32849.25
19394,29,907,34,102,32779.81
19399,29,919,34,84,32841.06
19404,29,826,35,68,33006.94
19409,29,819,36,61,32899.81
19414,29,830,34,76,32835.12
19419,29,843,34,106,33099.62
19425,29,827,33,75,33047.56
19430,29,904,34,86,33001.06
19435,29,829,34,61,32734.50
19440,29,847,31,69,32801.75
19445,29,868,29,66,33420.19
19450,29,824,31,68,33358.56
19455,29,853,29,79,33265.19
19460,29,733,29,75,32955.69
19465,29,849,33,72,33016.50
19470,29,852,32,79,33132.56
19475,29,856,31,110,33077.00
19480,29,844,31,116,32788.12
19485,29,873,31,97,32808.38
19491,29,882,31,58,32935.56
19496,29,788,39,106,32853.75
19501,29,836,38,59,32802.75
19506,29,898,35,140,33058.38
19511,29,915,35,82,33106.19
19516,29,878,35,85,32970.50
19521,29,854,34,72,33010.50
19526,29,805,43,75,33037.62
19531,29,773,35,204,33017.50
19536,29,851,35,80,33001.62
19541,29,840,35,81,32959.44
19547,29,822,34,64,32966.50
19552,29,842,35,57,33050.31
19557,29,843,37,101,33101.31
19562,29,839,36,73,33094.31
19567,29,867,37,84,32909.44
19572,29,892,37,81,33011.88
19577,29,919,35,66,33063.75
19582,29,876,35,58,33011.38
19587,29,822,37,58,33035.25
19592,29,843,37,86,33139.25
19598,29,851,35,83,33232.75
19603,29,842,34,66,33267.12
19608,29,834,35,93,33153.50
19613,29,853,35,67,33067.94
19618,29,788,34,55,32820.25
19623,29,802,35,66,32851.62
19628,29,861,35,118,32914.56
19633,29,879,35,80,33027.06
19638,29,852,35,85,33138.88
19643,29,856,36,138,33112.44
19648,29,759,37,90,33001.94
19653,29,833,35,103,33235.06
19658,29,842,35,67,33324.81
19664,29,807,35,83,33139.12
19669,29,856,35,80,33047.94
19674,29,878,37,59,32934.12
19679,29,868,37,67,32838.94
19684,29,912,37,83,32916.12
19689,29,931,36,80,32881.62
19694,29,877,35,64,32906.31
19699,29,827,35,97,32923.81
19704,29,849,38,75,33125.00
19709,29,825,38,63,32977.75
19714,29,845,38,75,33068.50
19719,29,795,35,60,32944.81
19725,29,775,32,103,32606.94
19730,29,847,35,95,32971.25
19735,29,871,37,70,32922.50
19740,29,744,32,121,32712.25
19745,29,854,35,59,32878.19
19750,29,884,35,58,32964.56
19755,29,895,35,70,32967.00
19760,29,893,35,76,32882.06
19765,29,915,43,102,33069.94
19770,29,921,43,63,33059.69
19775,29,783,40,113,32884.44
19780,29,838,35,61,32866.00
19786,29,840,35,100,32906.75
19791,29,858,33,62,33107.31
19796,29,857,37,70,32902.62
19801,29,804,33,68,32759.12
19806,29,858,34,79,32828.19
19811,29,845,35,82,32860.25
19816,29,864,35,66,32931.00
19821,29,879,34,105,32909.94
19826,29,815,38,78,32861.88
19831,29,838,38,91,32999.12
19836,29,862,38,79,33041.75
