t,chrome_procs,chrome_rss_mb,node_rss_mb,free_mb,swap_used_mb
65959,29,610,54,68,36820.31
65964,29,593,52,61,36772.69
65969,29,548,53,69,36672.50
65974,29,597,53,108,36890.62
65979,29,608,55,76,36933.44
65984,29,615,55,150,37065.25
65989,29,581,53,82,36743.75
65994,29,622,53,115,36947.31
65999,29,623,53,66,37063.19
66004,29,614,54,63,37018.00
66009,29,610,55,62,36868.38
66014,29,625,55,62,36766.62
66020,29,599,52,89,36777.56
66025,29,625,53,65,36912.69
66030,29,611,53,68,36827.44
66035,29,599,54,71,36917.88
66040,29,579,57,80,36898.62
66045,29,594,53,94,36818.81
66050,29,555,53,63,36634.94
66055,29,605,52,64,36714.75
66060,29,553,56,86,36695.88
66065,29,617,59,69,36973.06
66070,29,621,59,57,36839.56
66075,29,609,52,74,36955.19
66081,29,601,53,87,36892.44
66086,29,619,53,105,37015.69
66091,29,621,53,64,36990.38
66096,29,620,55,109,37067.44
66101,29,594,55,90,36642.06
66106,29,591,52,36,36767.50
66111,29,608,53,86,36947.31
66116,29,621,53,73,36907.19
66121,29,633,53,67,36898.56
66126,29,618,59,126,37022.75
66131,29,627,59,62,36954.62
66136,29,569,53,65,36720.25
66141,29,586,52,102,36686.06
66147,29,598,50,16,36593.94
66152,29,617,53,68,37129.88
66157,29,578,53,59,37249.44
66162,29,600,62,65,37136.94
66167,29,574,179,103,37287.75
66172,29,587,57,77,37068.00
66177,29,617,57,74,37073.12
66182,29,614,52,62,37034.25
66187,29,582,55,67,36839.00
66192,29,603,55,65,36764.44
66197,29,599,52,100,36929.88
66202,29,592,53,86,37060.69
66208,29,595,53,182,37149.19
66213,29,559,53,66,36748.44
66218,29,579,53,116,36838.75
66223,29,586,55,64,36795.56
66228,29,543,52,82,36701.31
66233,29,580,57,73,36675.75
66238,29,595,57,59,36893.88
66243,29,618,57,205,37198.19
66248,29,524,57,58,36754.19
66253,29,598,59,75,36918.94
66259,29,589,57,76,36898.50
66264,29,598,53,111,37216.44
66269,29,552,52,57,36885.12
66274,29,584,53,58,37028.38
66279,29,569,54,49,36929.06
66284,29,580,55,62,37147.31
66289,29,611,53,83,37133.00
66294,29,614,52,87,37082.19
66300,29,627,53,69,37191.00
66305,29,613,53,63,37153.81
66310,29,526,55,58,36841.44
66315,29,569,53,72,36816.94
66320,29,573,52,206,37021.31
66325,29,589,53,63,36966.25
66330,29,599,53,72,36950.50
66335,29,569,54,59,37153.44
66340,29,563,55,135,37206.69
66345,29,573,62,80,37053.81
66351,29,582,62,67,37016.00
66356,29,604,60,62,36899.38
66361,29,612,53,68,36917.81
66366,29,543,54,80,36998.19
66371,29,594,55,59,37108.38
66376,29,588,55,66,37072.50
66381,29,594,54,58,36997.25
66386,29,573,53,66,36949.69
66391,29,600,53,66,36974.25
66396,29,567,55,61,36922.88
66401,29,573,59,60,36860.56
66407,29,513,51,70,36813.69
66412,29,566,53,72,36885.06
66417,29,593,53,120,36998.75
66422,29,607,53,57,37050.38
66427,29,593,55,65,37184.56
66432,29,584,53,60,37023.94
66437,29,545,59,93,37108.38
66442,29,591,57,73,37194.56
66447,29,630,50,68,37208.25
66452,29,590,53,14,37172.31
66457,29,579,55,62,37043.06
66463,29,546,54,74,36791.06
66468,29,617,53,57,37007.62
66473,29,601,53,87,37277.62
66478,29,616,51,62,37203.38
66483,29,610,57,65,37162.75
66488,29,601,59,245,37385.25
66493,29,611,59,78,37165.69
66498,29,593,58,88,37063.12
66503,29,550,48,60,36872.06
66508,29,518,51,59,36935.44
66513,29,421,45,132,37800.25
66518,29,500,51,67,37514.19
66523,29,519,118,62,37644.06
66529,29,466,48,140,37545.75
66534,29,512,47,110,36667.62
66539,29,555,49,61,37014.62
66544,29,560,49,81,37068.88
66549,29,549,51,76,37033.31
66554,29,545,51,69,36868.56
66559,29,520,48,62,37488.38
66564,29,487,49,94,37473.25
66569,29,539,49,71,36982.62
66574,29,497,49,89,37919.19
66579,29,531,51,87,37203.50
66584,29,501,58,51,36932.81
66590,29,513,55,65,37228.50
66595,29,544,55,68,36987.94
66600,29,499,54,65,37457.38
66605,29,460,51,65,36699.31
66610,29,529,53,98,36522.19
66615,29,555,53,67,36916.19
66620,29,495,51,68,36685.31
66625,29,473,48,69,36615.00
66630,29,550,51,107,36778.06
66635,29,548,51,83,36988.44
66641,29,542,53,65,36760.44
66646,29,528,53,58,36619.44
66651,29,556,51,70,36789.38
66656,29,582,51,334,37397.19
66661,29,564,51,68,37067.75
66666,29,552,53,95,37106.69
66671,29,554,53,133,36951.69
66676,29,525,52,63,37074.19
66681,29,532,49,64,37276.12
66687,29,538,49,67,37107.25
66692,29,519,48,60,36815.88
66697,29,454,50,69,36865.81
66702,29,516,50,77,36723.00
66707,29,535,50,76,36977.56
66712,29,538,46,73,37171.31
66717,29,476,47,90,36773.00
66722,29,558,48,102,37061.31
66727,29,557,50,59,36993.38
66732,29,566,49,67,36968.88
66737,29,525,48,72,36723.25
66742,29,542,48,72,36849.75
66747,29,545,48,219,37186.75
66753,29,537,48,66,36967.31
66758,29,514,49,69,37077.75
66763,29,521,55,86,37069.50
66768,29,514,48,247,37103.56
66773,29,525,48,63,36855.12
66778,29,492,47,92,36834.25
66783,29,515,48,69,36778.56
66788,29,457,49,62,36838.81
66793,29,525,50,61,36763.00
66798,29,541,48,64,37197.56
66803,29,543,47,78,37347.69
66808,29,485,46,64,37035.00
66813,29,524,51,77,36936.06
66819,29,533,53,63,37078.00
66824,29,548,51,350,37351.12
66829,29,544,49,72,36987.81
66834,29,543,49,92,36853.62
66839,29,536,45,74,36814.88
66844,29,561,49,68,37053.31
66849,29,521,47,61,37272.31
66854,29,532,50,75,37042.31
66859,29,591,51,85,37241.19
66864,29,544,51,63,37078.44
66869,29,532,49,65,36940.50
66874,29,517,48,76,36794.19
66879,29,518,50,177,36920.06
66885,29,532,50,76,36967.62
66890,29,542,50,77,36987.38
66895,29,567,47,71,37071.00
66900,29,472,50,64,36885.88
66905,29,550,50,106,37005.31
66910,29,582,52,75,37160.69
66915,29,590,51,72,37227.19
66920,29,521,51,51,36880.06
66925,29,576,49,64,36920.25
66931,29,528,48,65,36951.25
66936,29,563,48,250,37312.94
66941,29,545,54,79,37062.56
66946,29,548,54,62,37066.00
66951,29,541,48,99,36967.88
66956,29,560,49,91,36879.81
66961,29,512,49,67,36864.50
66966,29,525,51,54,36832.88
66971,29,555,51,68,36970.56
66976,29,554,49,106,36940.94
66981,29,562,49,71,37182.56
66986,29,563,49,74,37182.88
66991,29,574,49,142,37102.69
66997,29,515,51,82,37121.19
67002,29,553,51,75,37105.75
67007,29,561,51,126,37217.12
67012,29,570,51,63,37123.00
67017,29,556,48,71,37008.19
67022,29,568,49,68,36875.94
67027,29,555,50,75,37125.69
67032,29,553,50,106,36924.56
67037,29,557,51,64,37015.44
67042,29,556,49,117,37085.88
67047,29,495,49,65,36941.62
67052,29,541,49,103,37016.06
67058,29,545,51,71,37108.12
67063,29,562,51,69,37128.69
67068,29,550,49,68,36771.25
67073,29,535,49,71,36709.19
67078,29,572,49,59,36776.19
67083,29,593,49,248,37174.19
67088,29,558,47,76,36872.75
67093,29,542,51,37,36750.31
67098,29,555,51,58,36959.69
67103,29,567,51,72,37096.25
67108,29,590,49,181,37228.69
67113,29,583,49,65,37014.88
67119,29,567,48,93,36885.62
67124,29,552,58,88,36924.12
67129,29,561,58,116,36900.75
67134,29,585,56,71,37023.44
67139,29,594,48,57,37156.19
67144,29,560,49,62,36749.19
67149,29,520,51,68,36868.44
67154,29,567,51,58,36912.19
67159,29,533,46,109,36679.69
67164,29,560,49,55,36694.31
67169,29,570,47,66,36923.06
67174,29,575,53,129,37170.88
67179,29,558,55,71,36948.56
67184,29,543,50,70,36781.75
67190,29,560,49,59,37051.00
67195,29,580,49,203,37201.00
67200,29,585,49,66,37051.81
67205,29,581,49,98,36984.38
67210,29,585,51,37,37024.81
67215,29,566,55,70,36967.31
67220,29,572,55,71,37023.50
67225,29,563,53,80,37005.44
67230,29,572,49,218,37197.81
67235,29,494,49,61,36846.88
67240,29,535,50,56,36753.25
67245,29,549,56,97,36818.94
67251,29,564,56,328,37213.06
67256,29,592,55,79,36988.12
67261,29,573,49,62,36833.69
67266,29,557,49,65,37075.56
67271,29,573,51,94,37036.12
67276,29,532,51,65,36983.25
67281,29,584,51,78,37007.69
67286,29,583,49,207,37118.50
67291,29,528,48,86,36914.69
67296,29,574,49,80,37175.81
67301,29,566,51,66,37119.00
67306,29,563,51,102,37096.56
67311,29,568,49,79,36931.25
67316,29,519,48,75,37118.38
67322,29,565,49,67,37146.00
67327,29,487,49,67,36882.62
67332,29,549,50,60,36822.12
67337,29,577,49,64,37057.50
67342,29,594,49,58,37412.81
67347,29,559,48,93,37410.44
67352,29,533,49,75,37219.12
67357,29,482,47,67,37033.94
67362,29,508,57,105,37024.00
67367,29,555,58,69,37206.19
67372,29,558,56,97,37089.50
67378,29,566,49,63,37112.50
67383,29,565,49,66,36948.75
67388,29,544,50,71,37070.50
67393,29,565,51,66,37106.62
67398,29,553,51,204,37259.56
67403,29,551,48,85,37236.00
67408,29,525,49,68,37207.94
67413,29,571,49,70,37234.00
67418,29,456,47,95,37012.50
67423,29,529,49,133,37182.56
67428,29,533,48,110,37197.12
67433,29,567,175,65,37736.69
67439,29,515,53,57,37787.00
67444,29,539,49,63,37520.81
67449,29,525,51,71,37378.50
67454,29,553,51,83,37434.38
67459,29,553,51,80,37381.50
67464,29,561,49,73,37440.94
67469,29,538,49,57,37248.25
67474,29,528,49,82,36798.06
67479,29,514,48,73,36979.06
67484,29,542,57,115,37156.25
67489,29,550,55,25,37340.62
67494,29,530,49,60,37094.50
67500,29,526,46,71,36976.12
67505,29,545,49,62,36915.38
67510,29,530,48,192,37017.06
67515,29,528,51,76,36746.88
67520,29,542,51,144,36996.75
67525,29,557,49,60,37141.25
67530,29,554,49,63,37038.56
67535,29,524,49,118,37058.81
67540,29,528,51,70,37037.44
67545,29,535,51,62,37178.12
67550,29,535,51,73,37128.75
67555,29,567,49,68,36927.44
67561,29,553,49,122,37074.56
67566,29,555,49,243,37373.69
67571,29,551,51,66,37035.00
67576,29,531,51,80,36950.25
67581,29,542,51,62,37017.56
67586,29,489,49,73,36863.00
67591,29,523,48,72,36893.50
67596,29,526,49,80,37011.62
67601,29,553,58,100,37208.06
67606,29,515,58,67,37079.56
67611,29,511,49,95,36899.44
67617,29,561,48,61,37229.75
67622,29,567,49,267,37420.38
67627,29,564,49,68,37160.25
67632,29,554,51,56,37012.19
67637,29,559,51,58,36974.31
67642,29,524,49,93,36984.94
67647,29,538,48,63,37148.44
67652,29,554,49,60,37174.81
67657,29,527,48,80,37199.69
67662,29,528,51,97,36952.44
67667,29,519,49,98,37003.44
67672,29,532,49,96,37008.44
67677,29,544,45,172,36991.12
67683,29,541,49,59,36759.62
67688,29,546,49,153,36974.31
67693,29,559,51,66,37091.50
67698,29,531,50,64,36860.50
67703,29,546,49,83,37058.19
67708,29,561,49,72,37164.62
67713,29,559,51,110,37333.75
67718,29,556,54,81,37094.06
67723,29,497,54,150,37051.69
67728,29,544,46,138,37044.88
67733,29,565,49,236,37176.69
67739,29,524,49,70,37223.75
67744,29,576,48,75,37237.69
67749,29,546,51,67,37180.50
67754,29,564,51,74,37188.75
67759,29,561,54,72,37193.69
67764,29,565,52,79,37146.50
67769,29,548,46,89,37049.25
67774,29,705,49,58,36973.94
67779,29,514,52,83,36887.94
67784,29,549,177,66,37475.81
67789,29,558,51,138,37346.75
67794,29,587,48,108,37010.50
67799,29,581,49,60,36997.00
67804,29,596,49,94,37228.12
67810,29,551,50,88,37100.81
67815,29,570,51,54,37156.25
67820,29,551,51,66,37053.50
67825,29,580,49,90,37139.69
67830,29,549,49,70,37013.88
67835,29,547,49,102,37138.06
67840,29,542,50,67,37129.81
67845,29,538,51,73,37106.06
67850,29,477,49,121,36883.75
67855,29,558,49,58,36842.06
67861,29,522,49,67,37012.25
67866,29,526,49,55,36791.38
67871,29,534,51,76,36702.25
67876,29,545,51,102,36979.38
67881,29,550,51,63,37104.62
67886,29,546,49,92,37091.62
67891,29,516,45,59,36750.19
67896,29,548,49,69,37099.25
67901,29,542,51,71,37021.19
67906,29,545,51,86,37044.00
67911,29,544,51,56,36933.94
67917,29,565,49,68,36856.44
67922,29,555,48,63,36799.69
67927,29,551,49,77,37129.50
67932,29,561,51,65,37051.06
67937,29,544,51,191,37092.19
67942,29,546,49,73,37087.12
67947,29,537,48,83,37141.88
67952,29,510,49,61,37059.31
67957,29,475,48,71,36867.88
67962,29,524,58,62,36823.19
67967,29,526,56,60,36826.25
67972,29,539,49,179,37107.31
67977,29,555,49,73,37121.88
67982,29,580,49,71,37166.44
67988,29,539,49,72,37066.44
67993,29,541,54,287,37224.19
67998,29,553,54,88,36990.62
68003,29,549,49,109,37101.31
68008,29,552,49,62,37208.12
68013,29,546,49,74,37094.25
68018,29,508,49,122,36843.81
68023,29,525,51,200,36883.31
68028,29,549,50,164,37268.69
68033,29,551,49,60,37016.56
68038,29,566,49,68,37109.44
68043,29,544,48,68,36960.38
68049,29,520,48,157,37126.81
68054,29,544,51,66,36931.38
68059,29,534,49,76,36945.56
68064,29,520,46,65,36961.69
68069,29,548,49,66,37061.44
68074,29,550,49,76,37073.19
68079,29,533,51,77,37011.81
68084,29,535,51,164,37131.06
68089,29,539,51,76,37071.81
68094,29,557,49,49,36909.00
68099,29,574,49,74,37112.94
68104,29,577,49,63,36973.50
68110,29,557,50,107,36991.00
68115,29,534,54,54,36806.50
68120,29,547,54,196,37197.12
68125,29,564,54,65,37026.69
68130,29,555,49,63,37067.50
68135,29,549,49,102,37184.44
68140,29,542,51,65,37204.44
68145,29,547,57,55,37057.19
68150,29,526,49,71,36879.31
68155,29,545,49,67,36930.44
68160,29,559,49,112,37022.00
68165,29,505,49,81,37044.06
68170,29,541,51,81,36924.69
68176,29,545,51,66,37117.06
68181,29,554,51,134,37169.12
68186,29,558,49,74,37218.50
68191,29,546,48,71,37117.31
68196,29,539,49,80,37178.94
68201,29,527,51,63,37150.38
68206,29,545,54,77,37320.88
68211,29,547,53,70,37223.25
68216,29,572,53,69,37195.62
68221,29,536,49,57,37149.50
68226,29,556,49,72,37259.19
68231,29,561,51,75,37250.44
68236,29,504,50,70,37035.12
68242,29,531,49,57,37092.38
68247,29,540,48,59,37104.56
68252,29,533,46,88,36985.50
68257,29,543,49,62,37190.38
68262,29,548,50,132,37177.50
68267,29,558,51,58,37227.06
68272,29,548,49,103,37129.06
68277,29,569,49,76,37105.44
68282,29,583,49,88,37179.50
68287,29,553,48,73,37195.56
68292,29,560,51,56,37008.06
68297,29,539,48,102,37109.88
68303,29,558,54,75,37375.44
68308,29,576,53,183,37516.38
68313,29,524,49,66,37193.25
68318,29,580,49,62,37411.56
68323,29,551,58,56,37337.25
68328,29,501,57,57,37244.75
68333,29,540,49,65,36931.06
68338,29,530,47,86,36859.75
68343,29,566,49,202,37337.81
68348,29,559,49,82,37152.00
68353,29,520,48,42,37001.31
68358,29,556,51,67,37242.88
68364,29,554,49,286,37528.56
68369,29,564,48,60,37300.88
68374,29,563,49,68,37171.69
68379,29,552,51,132,37110.81
68384,29,496,57,156,37044.62
68389,29,551,58,75,37299.06
68394,29,588,47,70,37175.12
68399,29,558,48,65,37282.44
68404,29,584,49,83,37122.44
68409,29,532,49,73,37063.62
68414,29,568,51,62,36936.19
68420,29,542,46,153,37142.56
68425,29,575,48,64,37148.06
68430,29,575,49,63,37248.06
68435,29,563,47,58,37341.44
68440,29,500,54,87,37137.44
68445,29,555,55,74,37216.81
68450,29,558,51,65,37151.81
68455,29,593,49,77,37442.94
68460,29,557,49,66,37205.00
68465,29,582,49,70,37033.19
68471,29,569,50,103,37114.38
68476,29,596,50,297,37477.94
68481,29,577,51,72,37235.81
68486,29,585,49,91,37285.56
68491,29,560,48,79,37254.25
68496,29,516,49,73,37271.88
68501,29,562,52,100,37243.75
68506,29,548,49,69,37011.31
68511,29,549,49,59,37168.69
68516,29,569,49,97,37185.38
68521,29,585,49,71,37287.38
68526,29,584,49,93,37339.25
68531,29,559,51,73,37082.69
68536,29,506,51,79,37174.94
68542,29,563,49,112,37345.94
68547,29,549,46,63,37684.94
68552,29,502,49,59,37593.62
68557,29,538,49,61,37523.75
68562,29,536,59,71,37454.69
68567,29,564,59,80,37269.75
68572,29,524,49,71,37238.12
68577,29,577,49,64,37428.06
68582,29,541,49,79,37500.12
68587,29,441,46,30,36936.38
68592,29,535,51,79,37046.44
68597,29,555,51,72,37234.81
68603,29,531,53,58,37283.19
68608,29,485,49,60,37038.81
68613,29,529,52,79,37044.50
68618,29,520,52,74,37332.44
68623,29,584,51,60,37570.88
68628,29,540,50,57,37566.88
68633,29,527,168,66,37624.44
68638,29,510,48,62,37472.25
68643,29,539,48,96,37519.62
68648,29,554,48,77,37763.69
68653,29,543,53,66,37588.31
68658,29,546,57,70,37564.38
68664,29,505,51,83,37334.62
68669,29,529,49,64,37235.62
68674,29,522,49,97,37330.94
68679,29,531,49,62,37535.00
68684,29,534,50,63,37443.44
68689,29,531,51,63,37295.81
68694,29,566,49,55,37414.31
68699,29,492,47,64,37134.19
68704,29,589,49,66,37016.38
68709,29,538,46,88,37133.50
68714,29,568,51,74,37331.81
68719,29,561,51,64,37171.69
68724,29,544,45,78,37139.50
68729,29,563,49,89,37386.88
68735,29,587,49,148,37517.25
68740,29,588,50,67,37387.69
68745,29,561,50,101,37163.62
68750,29,533,46,120,37308.38
68755,29,573,49,84,37225.38
68760,29,582,49,107,37371.56
68765,29,565,46,62,37248.56
68770,29,574,50,69,37344.12
68775,29,506,50,59,37312.00
68780,29,527,52,61,37202.50
68785,29,541,49,81,37261.75
68791,29,534,47,174,37366.69
68796,29,542,48,71,37505.12
68801,29,535,50,79,37500.94
68806,29,548,49,71,37519.62
68811,29,465,48,59,37172.06
68816,29,582,48,88,37527.00
68821,29,581,48,56,37424.56
68826,29,587,48,77,37664.88
68831,29,555,50,74,37425.75
68836,29,555,50,73,37310.56
68841,29,540,48,62,37253.94
68846,29,573,48,171,37720.94
68852,29,523,48,74,37515.56
68857,29,549,48,69,37546.25
68862,29,548,50,76,37500.31
68867,29,548,50,70,37469.31
68872,29,560,50,68,37460.81
68877,29,573,48,94,37497.94
68882,29,550,52,74,37359.75
68887,29,538,48,64,37277.88
68892,29,549,50,62,37280.94
68897,29,563,50,59,37508.19
68902,29,566,50,66,37566.38
68907,29,580,48,62,37512.69
68912,29,472,45,118,37366.75
68918,29,544,48,109,37669.62
68923,29,543,50,127,37494.50
68928,29,559,50,72,37563.69
68933,29,563,50,67,37376.19
68938,29,589,48,62,37427.62
68943,29,515,48,83,37539.75
68948,29,563,48,63,37573.69
68953,29,572,49,54,37614.75
68958,29,496,48,77,37385.50
68963,29,557,48,71,37375.31
68968,29,571,46,61,37395.69
68973,29,552,48,65,37370.31
68978,29,535,46,83,37166.75
68984,29,522,50,71,37238.06
68989,29,580,50,72,37515.56
68994,29,586,45,95,37453.56
68999,29,584,48,73,37240.44
69004,29,595,48,104,37383.81
69009,29,581,48,69,37427.81
69014,29,576,50,128,37374.25
69019,29,581,50,137,37426.81
69024,29,585,50,88,37439.94
69029,29,565,46,56,37476.94
69034,29,509,48,71,37555.56
69039,29,553,149,68,37812.38
69045,29,564,57,80,37542.94
69050,29,556,57,272,37722.31
69055,29,579,55,80,37506.94
69060,29,580,49,100,37488.31
69065,29,546,45,61,37245.50
69070,29,486,49,69,37108.00
69075,29,562,51,78,37286.75
69080,29,570,51,72,37426.88
69085,29,561,49,37,37454.56
69090,29,560,46,90,37471.00
69095,29,518,48,64,37531.62
69100,29,549,51,63,37551.94
69105,29,555,51,87,37621.75
69111,29,550,51,77,37199.62
69116,29,569,48,69,37307.19
69121,29,582,49,110,37573.38
69126,29,567,49,91,37535.12
69131,29,540,50,60,37327.25
69136,29,554,51,69,37241.19
69141,29,548,52,66,37386.25
69146,29,490,48,16,37200.56
69151,29,552,49,68,37238.50
69156,29,544,48,89,37463.50
69161,29,557,57,14,37474.81
69166,29,541,57,58,37409.00
69172,29,535,51,77,37338.50
69177,29,583,52,76,37735.56
69182,29,525,52,122,37686.25
69187,29,563,48,91,37707.62
69192,29,574,51,63,37547.88
69197,29,575,54,172,37594.25
69202,29,547,51,73,37468.19
69207,29,529,49,87,37689.25
69212,29,580,49,71,37686.06
69217,29,553,48,198,37834.12
69223,29,558,51,61,37627.94
69228,29,555,51,104,37590.75
69233,29,553,49,117,37464.38
69238,29,565,49,64,37388.00
69243,29,563,49,60,37350.00
69248,29,568,49,113,37569.38
69253,29,576,50,107,37524.94
69258,29,513,51,53,37507.38
69263,29,565,51,60,37634.81
69268,29,571,48,66,37641.88
69273,29,574,49,137,37659.94
69278,29,552,49,92,37417.19
69284,29,501,54,64,37347.56
69289,29,566,57,75,37823.88
69294,29,571,52,64,37555.19
69299,29,517,51,58,37349.12
69304,29,554,49,61,37405.94
69309,29,560,49,70,37493.44
69314,29,555,48,63,37301.88
69319,29,544,51,102,37354.31
69324,29,587,54,74,37730.88
69329,29,529,52,107,37543.75
69334,29,539,48,85,37503.38
69339,29,556,52,60,37744.81
69345,29,564,54,67,37747.06
69350,29,565,54,82,37736.56
69355,29,582,49,63,37518.44
69360,29,549,49,84,37606.81
69365,29,583,48,263,37864.69
69370,29,583,49,79,37714.31
69375,29,552,51,89,37593.06
69380,29,567,51,65,37706.94
69385,29,558,49,96,37639.31
69390,29,520,46,70,37456.12
69395,29,548,49,99,37550.25
69400,29,560,49,243,37928.94
69405,29,560,56,75,37694.75
69411,29,555,49,54,37548.75
69416,29,596,49,78,37970.44
69421,29,607,49,87,37980.69
69426,29,611,49,76,37906.25
69431,29,588,51,96,37828.44
69436,29,578,51,66,37600.44
69441,29,547,51,137,37520.38
69446,29,567,49,91,37723.75
69451,29,570,48,59,37819.31
69456,29,563,49,82,37939.50
69461,29,552,51,79,37731.00
69467,29,553,51,59,37699.38
69472,29,554,48,69,37590.06
69477,29,589,49,68,37726.81
69482,29,532,49,61,37544.31
69487,29,547,46,84,37573.50
69492,29,575,54,101,37678.94
69497,29,589,54,54,37746.19
69502,29,592,54,57,37757.25
69507,29,579,49,54,37808.56
69512,29,583,50,113,37909.62
69518,29,584,51,63,37826.69
69523,29,578,60,98,37889.69
69528,29,573,56,102,37851.44
69533,29,583,58,177,37827.62
69538,29,599,49,76,37665.88
69543,29,540,48,106,37731.56
69548,29,582,49,65,37966.75
69553,29,581,51,78,37761.56
69558,29,568,52,68,37719.56
69563,29,579,53,96,37841.31
69568,29,579,49,78,37831.19
69573,29,510,49,55,37587.56
69578,29,550,49,60,37620.69
69584,29,547,51,103,37712.62
69589,29,591,51,300,38139.25
69594,29,605,51,81,37788.38
69599,29,590,49,73,37844.56
69604,29,590,49,64,37861.62
69609,29,584,49,67,37861.25
69614,29,582,51,66,37728.75
69619,29,579,51,55,37845.88
69624,29,602,51,90,37789.31
69629,29,563,49,64,37635.75
69634,29,585,49,80,37754.12
69639,29,584,49,63,37885.19
69644,29,570,51,298,38068.50
69650,29,558,53,92,37729.38
69655,29,555,47,76,37632.06
69660,29,585,49,70,37746.50
69665,29,538,45,67,37654.94
69670,29,579,49,53,37676.75
69675,29,582,51,98,37786.69
69680,29,593,51,99,38014.50
69685,29,596,51,64,37779.12
69690,29,522,50,68,37714.81
69695,29,570,52,63,37929.38
69700,29,571,49,149,37966.12
69706,29,576,51,84,37858.56
69711,29,570,51,88,37744.62
69716,29,604,51,75,37801.25
69721,29,564,45,89,37845.56
69726,29,605,49,62,37978.94
69731,29,595,51,73,38079.56
69736,29,585,51,59,38120.38
69741,29,586,51,64,38183.75
69746,29,575,48,86,38247.94
69751,29,583,49,64,38121.00
69756,29,523,49,62,37848.00
69761,29,518,57,68,37846.06
69766,29,553,58,64,37669.12
69772,29,574,58,86,37970.38
69777,29,594,49,72,37989.56
69782,29,595,49,90,37981.88
69787,29,567,49,74,38043.88
69792,29,582,51,64,38156.00
69797,29,574,51,59,38047.25
69802,29,575,55,77,38150.88
69807,29,571,52,108,38006.31
69812,29,578,52,69,37872.56
69817,29,516,52,82,38181.75
69822,29,570,54,57,38281.44
69827,29,554,52,88,38414.44
69833,29,490,51,71,37912.38
69838,29,558,51,63,37997.88
69843,29,544,51,75,38086.19
69848,29,544,51,79,38036.88
69853,29,497,53,67,37795.25
69858,29,507,51,160,38055.75
69863,29,535,53,61,38559.25
69868,29,500,51,60,38348.25
69873,29,518,50,65,37842.12
69878,29,531,51,88,37991.12
69883,29,541,53,54,38086.94
69888,29,538,53,98,38041.44
69893,29,539,50,61,37836.12
69899,29,564,55,76,37935.12
69904,29,574,55,254,38205.88
69909,29,559,55,88,38064.56
69914,29,557,53,64,37943.19
69919,29,543,53,161,38137.50
69924,29,534,51,62,37919.75
69929,29,459,51,66,37779.50
69934,29,535,50,106,37790.38
69939,29,543,51,102,38055.31
69944,29,546,60,102,38039.06
69949,29,531,59,66,37916.56
69954,29,558,51,81,37905.19
69960,29,563,51,137,38176.12
69965,29,570,51,63,38001.50
69970,29,542,51,69,38005.75
69975,29,558,53,86,37887.12
69980,29,520,52,94,37737.88
69985,29,556,53,82,38022.75
69990,29,552,49,76,37982.69
69995,29,537,50,246,38136.06
70000,29,483,49,73,37836.25
70005,29,534,53,68,37853.31
70010,29,519,48,69,37840.25
70015,29,566,51,138,37930.81
70021,29,512,49,59,37744.31
70026,29,576,51,73,37945.06
70031,29,550,50,74,37981.69
70036,29,488,51,64,37741.75
70041,29,545,53,107,38147.50
70046,29,546,50,88,38170.31
70051,29,552,51,66,38303.00
70056,29,529,51,65,38151.12
70061,29,535,51,61,38126.56
70066,29,541,53,75,37924.94
70071,29,532,52,39,37850.81
70076,29,573,53,116,38062.81
70082,29,575,51,74,38151.88
70087,29,569,50,76,38222.50
70092,29,545,51,89,37974.38
70097,29,562,53,120,38183.56
70102,29,562,53,78,38133.12
70107,29,534,51,62,38020.25
70112,29,480,50,69,37886.12
70117,29,521,51,114,37924.69
70122,29,542,53,110,38118.75
70127,29,546,53,68,38119.06
70132,29,521,51,63,37854.81
70137,29,563,51,63,38215.50
70143,29,566,51,60,38184.56
70148,29,564,55,112,38296.00
70153,29,546,54,70,38083.75
70158,29,555,57,64,38103.56
70163,29,540,57,207,38472.44
70168,29,551,54,68,38322.56
70173,29,554,51,128,38320.75
70178,29,530,51,96,38182.94
70183,29,533,60,64,38057.81
70188,29,452,48,64,38081.19
70193,29,550,51,66,38087.94
70199,29,514,48,61,38138.31
70204,29,557,51,67,38293.00
70209,29,562,153,63,38786.12
70214,29,553,53,72,38431.94
70219,29,554,53,217,38442.94
70224,29,553,53,82,38384.50
70229,29,550,51,76,38359.75
70234,29,564,51,66,38280.25
70239,29,540,50,87,37985.44
70244,29,497,57,68,38006.88
70249,29,545,57,73,38231.38
70254,29,571,51,64,38275.12
70259,29,515,51,62,38199.38
70265,29,542,50,83,38194.19
70270,29,557,51,66,38217.06
70275,29,546,57,78,38131.56
70280,29,474,48,74,38088.75
70285,29,550,51,78,38016.31
70290,29,556,51,70,38121.56
70295,29,556,51,72,38178.94
70300,29,541,52,102,38120.19
70305,29,536,57,98,38138.50
70310,29,558,58,88,38301.75
70316,29,544,51,66,38128.31
70321,29,578,51,55,38248.44
70326,29,564,49,63,38033.81
70331,29,571,51,107,38183.06
70336,29,548,54,93,38047.31
70341,29,559,55,68,38319.56
70346,29,560,51,62,38464.50
70351,29,472,51,69,38224.88
70356,29,533,51,91,38259.50
70361,29,526,54,95,38226.25
70366,29,601,60,71,38257.94
70371,29,522,51,95,38074.12
70376,29,557,67,78,38037.00
70381,29,517,55,57,37924.12
70387,29,548,55,274,38396.56
